user,repo,fun_exported
mjskay,ggdist,stat_cdfinterval
mjskay,ggdist,stat_dist_ccdfinterval
mjskay,ggdist,stat_dist_cdfinterval
mjskay,ggdist,stat_dist_dots
mjskay,ggdist,stat_dist_dotsinterval
mjskay,ggdist,stat_dist_eye
mjskay,ggdist,stat_dist_gradientinterval
mjskay,ggdist,stat_dist_halfeye
mjskay,ggdist,stat_dist_interval
mjskay,ggdist,stat_dist_lineribbon
mjskay,ggdist,stat_dist_pointinterval
mjskay,ggdist,stat_dist_slab
mjskay,ggdist,stat_dist_slabinterval
mjskay,ggdist,stat_dots
mjskay,ggdist,stat_dotsinterval
mjskay,ggdist,stat_eye
mjskay,ggdist,stat_gradientinterval
mjskay,ggdist,stat_halfeye
mjskay,ggdist,stat_histinterval
mjskay,ggdist,stat_interval
mjskay,ggdist,stat_lineribbon
mjskay,ggdist,stat_mcse_dots
mjskay,ggdist,stat_pointinterval
mjskay,ggdist,stat_ribbon
mjskay,ggdist,stat_sample_slabinterval
mjskay,ggdist,stat_slab
mjskay,ggdist,stat_slabinterval
mjskay,ggdist,stat_spike
mjskay,ggdist,subguide_axis
mjskay,ggdist,subguide_count
mjskay,ggdist,subguide_dots
mjskay,ggdist,subguide_inside
mjskay,ggdist,subguide_integer
mjskay,ggdist,subguide_none
mjskay,ggdist,subguide_outside
mjskay,ggdist,subguide_slab
mjskay,ggdist,subguide_spike
mjskay,ggdist,subscale_identity
mjskay,ggdist,subscale_thickness
mjskay,ggdist,theme_ggdist
mjskay,ggdist,theme_tidybayes
mjskay,ggdist,thickness
mjskay,ggdist,to_broom_names
mjskay,ggdist,to_ggmcmc_names
mjskay,ggdist,ul
mjskay,ggdist,waiver
mjskay,ggdist,weighted_ecdf
mjskay,ggdist,weighted_quantile
mjskay,ggdist,weighted_quantile_fun
metrumresearchgroup,ggedit,as.ggedit
metrumresearchgroup,ggedit,as.gglist
metrumresearchgroup,ggedit,cloneFacet
metrumresearchgroup,ggedit,cloneLayer
metrumresearchgroup,ggedit,cloneRoot
metrumresearchgroup,ggedit,cloneScales
metrumresearchgroup,ggedit,compare
metrumresearchgroup,ggedit,dput.ggedit
metrumresearchgroup,ggedit,geom_list
metrumresearchgroup,ggedit,ggEdit
metrumresearchgroup,ggedit,ggEditUI
metrumresearchgroup,ggedit,gg_session
metrumresearchgroup,ggedit,gg_vetting
metrumresearchgroup,ggedit,ggedit
metrumresearchgroup,ggedit,ggedit_opts
metrumresearchgroup,ggedit,ggedit_opts_current
metrumresearchgroup,ggedit,gggsave
metrumresearchgroup,ggedit,is.ggedit
metrumresearchgroup,ggedit,is.gglist
metrumresearchgroup,ggedit,layersList
metrumresearchgroup,ggedit,proto_features
metrumresearchgroup,ggedit,remove_geom
metrumresearchgroup,ggedit,rgg
metrumresearchgroup,ggedit,themeNewVal
metrumresearchgroup,ggedit,vplayout
emilhvitfeldt,ggpage,"""%>%"""
emilhvitfeldt,ggpage,break_help
emilhvitfeldt,ggpage,ggpage_build
emilhvitfeldt,ggpage,ggpage_plot
emilhvitfeldt,ggpage,ggpage_quick
emilhvitfeldt,ggpage,line_align
emilhvitfeldt,ggpage,nest_paragraphs
emilhvitfeldt,ggpage,page_liner
emilhvitfeldt,ggpage,paper_shape
emilhvitfeldt,ggpage,para_index
emilhvitfeldt,ggpage,word_to_line
YuLab-SMU,ggbreak,scale_wrap
YuLab-SMU,ggbreak,scale_x_break
YuLab-SMU,ggbreak,scale_x_cut
YuLab-SMU,ggbreak,scale_y_break
YuLab-SMU,ggbreak,scale_y_cut
statsmaths,ggimg,GeomPointImage
statsmaths,ggimg,GeomRectImage
statsmaths,ggimg,geom_point_img
statsmaths,ggimg,geom_rect_img
statsmaths,ggimg,gimg_load_img
jespermaag,gganatogram,get_anatogram
jespermaag,gganatogram,gganatogram
hrbrmstr,ggalt,CoordProj
hrbrmstr,ggalt,Gb
hrbrmstr,ggalt,GeomBkde
hrbrmstr,ggalt,GeomBkde2d
hrbrmstr,ggalt,GeomCartogram
hrbrmstr,ggalt,GeomDumbbell
hrbrmstr,ggalt,GeomEncircle
hrbrmstr,ggalt,GeomHorizon
hrbrmstr,ggalt,GeomLollipop
hrbrmstr,ggalt,GeomSpikelines
hrbrmstr,ggalt,GeomStateface
hrbrmstr,ggalt,GeomTicks
hrbrmstr,ggalt,GeomUbar
hrbrmstr,ggalt,GeomXSpline2
hrbrmstr,ggalt,GeomXspline
hrbrmstr,ggalt,Kb
hrbrmstr,ggalt,Mb
hrbrmstr,ggalt,PositionDodgev
hrbrmstr,ggalt,StatAsh
hrbrmstr,ggalt,StatBkde
hrbrmstr,ggalt,StatBkde2d
hrbrmstr,ggalt,StatHorizon
hrbrmstr,ggalt,StatStepribbon
hrbrmstr,ggalt,StatXspline
hrbrmstr,ggalt,annotate_textp
hrbrmstr,ggalt,annotation_ticks
hrbrmstr,ggalt,byte_format
hrbrmstr,ggalt,bytes
hrbrmstr,ggalt,coord_proj
hrbrmstr,ggalt,geom_bkde
hrbrmstr,ggalt,geom_bkde2d
hrbrmstr,ggalt,geom_cartogram
hrbrmstr,ggalt,geom_dumbbell
hrbrmstr,ggalt,geom_encircle
hrbrmstr,ggalt,geom_horizon
hrbrmstr,ggalt,geom_lollipop
hrbrmstr,ggalt,geom_spikelines
hrbrmstr,ggalt,geom_stateface
hrbrmstr,ggalt,geom_ubar
hrbrmstr,ggalt,geom_xspline
hrbrmstr,ggalt,load_stateface
hrbrmstr,ggalt,position_dodgev
hrbrmstr,ggalt,show_stateface
hrbrmstr,ggalt,stat_ash
hrbrmstr,ggalt,stat_bkde
hrbrmstr,ggalt,stat_bkde2d
hrbrmstr,ggalt,stat_horizon
hrbrmstr,ggalt,stat_stepribbon
hrbrmstr,ggalt,stat_xspline
hrbrmstr,ggalt,to_basic.GeomBkde2d
hrbrmstr,ggalt,to_basic.GeomStateface
hrbrmstr,ggalt,to_basic.GeomXspline
davidgohel,ggiraph,FacetInteractiveGrid
davidgohel,ggiraph,FacetInteractiveWrap
davidgohel,ggiraph,GeomInteractiveAbline
davidgohel,ggiraph,GeomInteractiveArea
davidgohel,ggiraph,GeomInteractiveBar
davidgohel,ggiraph,GeomInteractiveBoxplot
davidgohel,ggiraph,GeomInteractiveCol
davidgohel,ggiraph,GeomInteractiveContour
davidgohel,ggiraph,GeomInteractiveContourFilled
davidgohel,ggiraph,GeomInteractiveCrossbar
davidgohel,ggiraph,GeomInteractiveCurve
davidgohel,ggiraph,GeomInteractiveDensity
davidgohel,ggiraph,GeomInteractiveDensity2d
davidgohel,ggiraph,GeomInteractiveDensity2dFilled
davidgohel,ggiraph,GeomInteractiveDotplot
davidgohel,ggiraph,GeomInteractiveErrorbar
davidgohel,ggiraph,GeomInteractiveErrorbarh
davidgohel,ggiraph,GeomInteractiveHex
davidgohel,ggiraph,GeomInteractiveHline
davidgohel,ggiraph,GeomInteractiveLabel
davidgohel,ggiraph,GeomInteractiveLine
davidgohel,ggiraph,GeomInteractiveLinerange
davidgohel,ggiraph,GeomInteractiveMap
davidgohel,ggiraph,GeomInteractivePath
davidgohel,ggiraph,GeomInteractivePoint
davidgohel,ggiraph,GeomInteractivePointrange
davidgohel,ggiraph,GeomInteractivePolygon
davidgohel,ggiraph,GeomInteractiveQuantile
davidgohel,ggiraph,GeomInteractiveRaster
davidgohel,ggiraph,GeomInteractiveRasterAnn
davidgohel,ggiraph,GeomInteractiveRect
davidgohel,ggiraph,GeomInteractiveRibbon
davidgohel,ggiraph,GeomInteractiveSegment
davidgohel,ggiraph,GeomInteractiveSf
davidgohel,ggiraph,GeomInteractiveSmooth
davidgohel,ggiraph,GeomInteractiveSpoke
davidgohel,ggiraph,GeomInteractiveStep
davidgohel,ggiraph,GeomInteractiveText
davidgohel,ggiraph,GeomInteractiveTile
davidgohel,ggiraph,GeomInteractiveViolin
davidgohel,ggiraph,GeomInteractiveVline
davidgohel,ggiraph,GuideInteractiveBins
davidgohel,ggiraph,GuideInteractiveColourbar
davidgohel,ggiraph,GuideInteractiveColoursteps
davidgohel,ggiraph,GuideInteractiveLegend
davidgohel,ggiraph,StatInteractiveBoxplot
davidgohel,ggiraph,annotate_interactive
davidgohel,ggiraph,annotation_raster_interactive
davidgohel,ggiraph,dsvg
davidgohel,ggiraph,dsvg_view
davidgohel,ggiraph,element_line_interactive
davidgohel,ggiraph,element_rect_interactive
davidgohel,ggiraph,element_text_interactive
davidgohel,ggiraph,facet_grid_interactive
davidgohel,ggiraph,facet_wrap_interactive
davidgohel,ggiraph,font_family_exists
davidgohel,ggiraph,geom_abline_interactive
davidgohel,ggiraph,geom_area_interactive
davidgohel,ggiraph,geom_bar_interactive
davidgohel,ggiraph,geom_bin2d_interactive
davidgohel,ggiraph,geom_bin_2d_interactive
davidgohel,ggiraph,geom_boxplot_interactive
davidgohel,ggiraph,geom_col_interactive
davidgohel,ggiraph,geom_contour_filled_interactive
davidgohel,ggiraph,geom_contour_interactive
davidgohel,ggiraph,geom_count_interactive
davidgohel,ggiraph,geom_crossbar_interactive
davidgohel,ggiraph,geom_curve_interactive
davidgohel,ggiraph,geom_density2d_filled_interactive
davidgohel,ggiraph,geom_density2d_interactive
davidgohel,ggiraph,geom_density_2d_filled_interactive
davidgohel,ggiraph,geom_density_2d_interactive
davidgohel,ggiraph,geom_density_interactive
davidgohel,ggiraph,geom_dotplot_interactive
davidgohel,ggiraph,geom_errorbar_interactive
davidgohel,ggiraph,geom_errorbarh_interactive
davidgohel,ggiraph,geom_freqpoly_interactive
davidgohel,ggiraph,geom_hex_interactive
davidgohel,ggiraph,geom_histogram_interactive
davidgohel,ggiraph,geom_hline_interactive
davidgohel,ggiraph,geom_jitter_interactive
davidgohel,ggiraph,geom_label_interactive
davidgohel,ggiraph,geom_label_repel_interactive
davidgohel,ggiraph,geom_line_interactive
davidgohel,ggiraph,geom_linerange_interactive
davidgohel,ggiraph,geom_map_interactive
davidgohel,ggiraph,geom_path_interactive
davidgohel,ggiraph,geom_point_interactive
davidgohel,ggiraph,geom_pointrange_interactive
davidgohel,ggiraph,geom_polygon_interactive
davidgohel,ggiraph,geom_quantile_interactive
davidgohel,ggiraph,geom_raster_interactive
davidgohel,ggiraph,geom_rect_interactive
davidgohel,ggiraph,geom_ribbon_interactive
davidgohel,ggiraph,geom_segment_interactive
davidgohel,ggiraph,geom_sf_interactive
davidgohel,ggiraph,geom_sf_label_interactive
davidgohel,ggiraph,geom_sf_text_interactive
davidgohel,ggiraph,geom_smooth_interactive
davidgohel,ggiraph,geom_spoke_interactive
davidgohel,ggiraph,geom_step_interactive
davidgohel,ggiraph,geom_text_interactive
davidgohel,ggiraph,geom_text_repel_interactive
davidgohel,ggiraph,geom_tile_interactive
davidgohel,ggiraph,geom_violin_interactive
davidgohel,ggiraph,geom_vline_interactive
davidgohel,ggiraph,ggiraph
davidgohel,ggiraph,ggiraphOutput
davidgohel,ggiraph,girafe
davidgohel,ggiraph,girafeOutput
davidgohel,ggiraph,girafe_css
davidgohel,ggiraph,girafe_css_bicolor
davidgohel,ggiraph,girafe_defaults
davidgohel,ggiraph,girafe_options
davidgohel,ggiraph,guide_bins_interactive
davidgohel,ggiraph,guide_colorbar_interactive
davidgohel,ggiraph,guide_colorsteps_interactive
davidgohel,ggiraph,guide_colourbar_interactive
davidgohel,ggiraph,guide_coloursteps_interactive
davidgohel,ggiraph,guide_legend_interactive
davidgohel,ggiraph,init_girafe_defaults
davidgohel,ggiraph,interactive_circle_grob
davidgohel,ggiraph,interactive_curve_grob
davidgohel,ggiraph,interactive_lines_grob
davidgohel,ggiraph,interactive_path_grob
davidgohel,ggiraph,interactive_points_grob
davidgohel,ggiraph,interactive_polygon_grob
davidgohel,ggiraph,interactive_polyline_grob
davidgohel,ggiraph,interactive_raster_grob
davidgohel,ggiraph,interactive_rect_grob
davidgohel,ggiraph,interactive_roundrect_grob
davidgohel,ggiraph,interactive_segments_grob
davidgohel,ggiraph,interactive_text_grob
davidgohel,ggiraph,label_interactive
davidgohel,ggiraph,labeller_interactive
davidgohel,ggiraph,match_family
davidgohel,ggiraph,opts_hover
davidgohel,ggiraph,opts_hover_inv
davidgohel,ggiraph,opts_hover_key
davidgohel,ggiraph,opts_hover_theme
davidgohel,ggiraph,opts_selection
davidgohel,ggiraph,opts_selection_inv
davidgohel,ggiraph,opts_selection_key
davidgohel,ggiraph,opts_selection_theme
davidgohel,ggiraph,opts_sizing
davidgohel,ggiraph,opts_toolbar
davidgohel,ggiraph,opts_tooltip
davidgohel,ggiraph,opts_zoom
davidgohel,ggiraph,renderGirafe
davidgohel,ggiraph,renderggiraph
davidgohel,ggiraph,run_girafe_example
davidgohel,ggiraph,scale_alpha_binned_interactive
davidgohel,ggiraph,scale_alpha_continuous_interactive
davidgohel,ggiraph,scale_alpha_date_interactive
davidgohel,ggiraph,scale_alpha_datetime_interactive
davidgohel,ggiraph,scale_alpha_discrete_interactive
davidgohel,ggiraph,scale_alpha_interactive
davidgohel,ggiraph,scale_alpha_manual_interactive
davidgohel,ggiraph,scale_alpha_ordinal_interactive
davidgohel,ggiraph,scale_color_binned_interactive
davidgohel,ggiraph,scale_color_brewer_interactive
davidgohel,ggiraph,scale_color_continuous_interactive
davidgohel,ggiraph,scale_color_date_interactive
davidgohel,ggiraph,scale_color_datetime_interactive
davidgohel,ggiraph,scale_color_discrete_interactive
davidgohel,ggiraph,scale_color_distiller_interactive
davidgohel,ggiraph,scale_color_fermenter_interactive
davidgohel,ggiraph,scale_color_gradient2_interactive
davidgohel,ggiraph,scale_color_gradient_interactive
davidgohel,ggiraph,scale_color_gradientn_interactive
davidgohel,ggiraph,scale_color_grey_interactive
davidgohel,ggiraph,scale_color_hue_interactive
davidgohel,ggiraph,scale_color_manual_interactive
davidgohel,ggiraph,scale_color_ordinal_interactive
davidgohel,ggiraph,scale_color_steps2_interactive
davidgohel,ggiraph,scale_color_steps_interactive
davidgohel,ggiraph,scale_color_stepsn_interactive
davidgohel,ggiraph,scale_color_viridis_b_interactive
davidgohel,ggiraph,scale_color_viridis_c_interactive
davidgohel,ggiraph,scale_color_viridis_d_interactive
davidgohel,ggiraph,scale_colour_binned_interactive
davidgohel,ggiraph,scale_colour_brewer_interactive
davidgohel,ggiraph,scale_colour_continuous_interactive
davidgohel,ggiraph,scale_colour_date_interactive
davidgohel,ggiraph,scale_colour_datetime_interactive
davidgohel,ggiraph,scale_colour_discrete_interactive
davidgohel,ggiraph,scale_colour_distiller_interactive
davidgohel,ggiraph,scale_colour_fermenter_interactive
davidgohel,ggiraph,scale_colour_gradient2_interactive
davidgohel,ggiraph,scale_colour_gradient_interactive
davidgohel,ggiraph,scale_colour_gradientn_interactive
davidgohel,ggiraph,scale_colour_grey_interactive
davidgohel,ggiraph,scale_colour_hue_interactive
davidgohel,ggiraph,scale_colour_manual_interactive
davidgohel,ggiraph,scale_colour_ordinal_interactive
davidgohel,ggiraph,scale_colour_steps2_interactive
davidgohel,ggiraph,scale_colour_steps_interactive
davidgohel,ggiraph,scale_colour_stepsn_interactive
davidgohel,ggiraph,scale_colour_viridis_b_interactive
davidgohel,ggiraph,scale_colour_viridis_c_interactive
davidgohel,ggiraph,scale_colour_viridis_d_interactive
davidgohel,ggiraph,scale_discrete_manual_interactive
davidgohel,ggiraph,scale_fill_binned_interactive
davidgohel,ggiraph,scale_fill_brewer_interactive
davidgohel,ggiraph,scale_fill_continuous_interactive
davidgohel,ggiraph,scale_fill_date_interactive
davidgohel,ggiraph,scale_fill_datetime_interactive
davidgohel,ggiraph,scale_fill_discrete_interactive
davidgohel,ggiraph,scale_fill_distiller_interactive
davidgohel,ggiraph,scale_fill_fermenter_interactive
davidgohel,ggiraph,scale_fill_gradient2_interactive
davidgohel,ggiraph,scale_fill_gradient_interactive
davidgohel,ggiraph,scale_fill_gradientn_interactive
davidgohel,ggiraph,scale_fill_grey_interactive
davidgohel,ggiraph,scale_fill_hue_interactive
davidgohel,ggiraph,scale_fill_manual_interactive
davidgohel,ggiraph,scale_fill_ordinal_interactive
davidgohel,ggiraph,scale_fill_steps2_interactive
davidgohel,ggiraph,scale_fill_steps_interactive
davidgohel,ggiraph,scale_fill_stepsn_interactive
davidgohel,ggiraph,scale_fill_viridis_b_interactive
davidgohel,ggiraph,scale_fill_viridis_c_interactive
davidgohel,ggiraph,scale_fill_viridis_d_interactive
davidgohel,ggiraph,scale_linetype_binned_interactive
davidgohel,ggiraph,scale_linetype_continuous_interactive
davidgohel,ggiraph,scale_linetype_discrete_interactive
davidgohel,ggiraph,scale_linetype_interactive
davidgohel,ggiraph,scale_linetype_manual_interactive
davidgohel,ggiraph,scale_radius_interactive
davidgohel,ggiraph,scale_shape_binned_interactive
davidgohel,ggiraph,scale_shape_continuous_interactive
davidgohel,ggiraph,scale_shape_discrete_interactive
davidgohel,ggiraph,scale_shape_interactive
davidgohel,ggiraph,scale_shape_manual_interactive
davidgohel,ggiraph,scale_shape_ordinal_interactive
davidgohel,ggiraph,scale_size_area_interactive
davidgohel,ggiraph,scale_size_binned_area_interactive
davidgohel,ggiraph,scale_size_binned_interactive
davidgohel,ggiraph,scale_size_continuous_interactive
davidgohel,ggiraph,scale_size_date_interactive
davidgohel,ggiraph,scale_size_datetime_interactive
davidgohel,ggiraph,scale_size_discrete_interactive
davidgohel,ggiraph,scale_size_interactive
davidgohel,ggiraph,scale_size_manual_interactive
davidgohel,ggiraph,scale_size_ordinal_interactive
davidgohel,ggiraph,set_girafe_defaults
davidgohel,ggiraph,validated_fonts
robjohnnoble,ggmuller,Muller_plot
robjohnnoble,ggmuller,Muller_pop_plot
robjohnnoble,ggmuller,add_empty_pop
robjohnnoble,ggmuller,add_root_row
robjohnnoble,ggmuller,add_start_points
robjohnnoble,ggmuller,adj_matrix_to_tree
robjohnnoble,ggmuller,branch_singles
robjohnnoble,ggmuller,find_start_node
robjohnnoble,ggmuller,get_Adj
robjohnnoble,ggmuller,get_Muller_df
robjohnnoble,ggmuller,get_edges
robjohnnoble,ggmuller,get_population_df
robjohnnoble,ggmuller,move_down
robjohnnoble,ggmuller,move_right
robjohnnoble,ggmuller,move_up
robjohnnoble,ggmuller,path_vector
robjohnnoble,ggmuller,path_vector_new
robjohnnoble,ggmuller,reorder_by_vector
slowkow,ggrepel,GeomLabelRepel
slowkow,ggrepel,GeomTextRepel
slowkow,ggrepel,PositionNudgeRepel
slowkow,ggrepel,geom_label_repel
slowkow,ggrepel,geom_text_repel
slowkow,ggrepel,position_nudge_repel
aphalo,gginnards,GeomDebug
aphalo,gginnards,GeomDebugGroup
aphalo,gginnards,GeomDebugPanel
aphalo,gginnards,GeomNull
aphalo,gginnards,StatDebugGroup
aphalo,gginnards,StatDebugPanel
aphalo,gginnards,append_layers
aphalo,gginnards,bottom_layer
aphalo,gginnards,data_attributes
aphalo,gginnards,data_vars
aphalo,gginnards,debug_compute_fun
aphalo,gginnards,debug_draw_function
aphalo,gginnards,delete_layers
aphalo,gginnards,drop_vars
aphalo,gginnards,extract_layers
aphalo,gginnards,geom_debug
aphalo,gginnards,geom_debug_group
aphalo,gginnards,geom_debug_panel
aphalo,gginnards,geom_null
aphalo,gginnards,mapped_vars
aphalo,gginnards,move_layers
aphalo,gginnards,num_layers
aphalo,gginnards,shift_layers
aphalo,gginnards,stat_debug_group
aphalo,gginnards,stat_debug_panel
aphalo,gginnards,top_layer
aphalo,gginnards,which_layers
aphalo,ggpp,GeomGrob
aphalo,ggpp,GeomGrobNpc
aphalo,ggpp,GeomLabelNpc
aphalo,ggpp,GeomLabelPairwise
aphalo,ggpp,GeomLabelS
aphalo,ggpp,GeomPlot
aphalo,ggpp,GeomPlotNpc
aphalo,ggpp,GeomPointS
aphalo,ggpp,GeomQuadrantLines
aphalo,ggpp,GeomTable
aphalo,ggpp,GeomTableNpc
aphalo,ggpp,GeomTextNpc
aphalo,ggpp,GeomTextPairwise
aphalo,ggpp,GeomTextS
aphalo,ggpp,GeomVHLines
aphalo,ggpp,GeomXMarginArrow
aphalo,ggpp,GeomXMarginGrob
aphalo,ggpp,GeomXMarginPoint
aphalo,ggpp,GeomYMarginArrow
aphalo,ggpp,GeomYMarginGrob
aphalo,ggpp,GeomYMarginPoint
aphalo,ggpp,PositionFillAndNudge
aphalo,ggpp,PositionNudgeCenter
aphalo,ggpp,PositionNudgeLine
aphalo,ggpp,PositionNudgeTo
aphalo,ggpp,StatApplyGroup
aphalo,ggpp,StatDens1dFilter
aphalo,ggpp,StatDens1dFilterG
aphalo,ggpp,StatDens1dLabels
aphalo,ggpp,StatDens2dFilter
aphalo,ggpp,StatDens2dFilterG
aphalo,ggpp,StatDens2dLabels
aphalo,ggpp,StatFmtTb
aphalo,ggpp,StatFunctions
aphalo,ggpp,StatGroupCounts
aphalo,ggpp,StatPanelCounts
aphalo,ggpp,StatQuadrantCounts
aphalo,ggpp,annotate
aphalo,ggpp,as_npc
aphalo,ggpp,as_npcx
aphalo,ggpp,as_npcy
aphalo,ggpp,compute_npc
aphalo,ggpp,compute_npcx
aphalo,ggpp,compute_npcy
aphalo,ggpp,dark_or_light
aphalo,ggpp,draw_key_label_s
aphalo,ggpp,draw_key_text_s
aphalo,ggpp,geom_grob
aphalo,ggpp,geom_grob_npc
aphalo,ggpp,geom_label_npc
aphalo,ggpp,geom_label_pairwise
aphalo,ggpp,geom_label_s
aphalo,ggpp,geom_plot
aphalo,ggpp,geom_plot_npc
aphalo,ggpp,geom_point_s
aphalo,ggpp,geom_quadrant_lines
aphalo,ggpp,geom_table
aphalo,ggpp,geom_table_npc
aphalo,ggpp,geom_text_npc
aphalo,ggpp,geom_text_pairwise
aphalo,ggpp,geom_text_s
aphalo,ggpp,geom_vhlines
aphalo,ggpp,geom_x_margin_arrow
aphalo,ggpp,geom_x_margin_grob
aphalo,ggpp,geom_x_margin_point
aphalo,ggpp,geom_y_margin_arrow
aphalo,ggpp,geom_y_margin_grob
aphalo,ggpp,geom_y_margin_point
aphalo,ggpp,position_dodge2_keep
aphalo,ggpp,position_dodge2nudge
aphalo,ggpp,position_dodge_keep
aphalo,ggpp,position_dodgenudge
aphalo,ggpp,position_fill_keep
aphalo,ggpp,position_fillnudge
aphalo,ggpp,position_jitter_keep
aphalo,ggpp,position_jitternudge
aphalo,ggpp,position_nudge_center
aphalo,ggpp,position_nudge_centre
aphalo,ggpp,position_nudge_keep
aphalo,ggpp,position_nudge_line
aphalo,ggpp,position_nudge_to
aphalo,ggpp,position_stack_keep
aphalo,ggpp,position_stack_minmax
aphalo,ggpp,position_stacknudge
aphalo,ggpp,scale_npcx_continuous
aphalo,ggpp,scale_npcy_continuous
aphalo,ggpp,stat_apply_group
aphalo,ggpp,stat_centroid
aphalo,ggpp,stat_dens1d_filter
aphalo,ggpp,stat_dens1d_filter_g
aphalo,ggpp,stat_dens1d_labels
aphalo,ggpp,stat_dens2d_filter
aphalo,ggpp,stat_dens2d_filter_g
aphalo,ggpp,stat_dens2d_labels
aphalo,ggpp,stat_fmt_tb
aphalo,ggpp,stat_functions
aphalo,ggpp,stat_group_counts
aphalo,ggpp,stat_panel_counts
aphalo,ggpp,stat_quadrant_counts
aphalo,ggpp,stat_summary_xy
aphalo,ggpp,try_data_frame
aphalo,ggpp,try_tibble
aphalo,ggpp,ttheme_gtbw
aphalo,ggpp,ttheme_gtdark
aphalo,ggpp,ttheme_gtdefault
aphalo,ggpp,ttheme_gtlight
aphalo,ggpp,ttheme_gtminimal
aphalo,ggpp,ttheme_gtplain
aphalo,ggpp,ttheme_gtsimple
aphalo,ggpp,ttheme_gtstripes
aphalo,ggpp,ttheme_set
aphalo,ggpp,wrap_labels
sctyner,geomnet,GeomCircle
sctyner,geomnet,GeomNet
sctyner,geomnet,StatNet
sctyner,geomnet,as.adjmat
sctyner,geomnet,as.edgedf
sctyner,geomnet,geom_circle
sctyner,geomnet,geom_net
sctyner,geomnet,jtt
sctyner,geomnet,stat_net
sctyner,geomnet,theme_net
daattali,ggExtra,ggMarginal
daattali,ggExtra,ggMarginalGadget
daattali,ggExtra,plotCount
daattali,ggExtra,removeGrid
daattali,ggExtra,removeGridX
daattali,ggExtra,removeGridY
daattali,ggExtra,rotateTextX
daattali,ggExtra,runExample
sinhrks,ggfortify,fortify_map
sinhrks,ggfortify,ggbiplot
sinhrks,ggfortify,ggcpgram
sinhrks,ggfortify,ggdistribution
sinhrks,ggfortify,ggfreqplot
sinhrks,ggfortify,ggtsdiag
sinhrks,ggfortify,rbind_ts
sinhrks,ggfortify,unscale
sinhrks,ggfortify,exportClasses(ggmultiplot
terrytangyuan,autoplotly,"""%>%"""
terrytangyuan,autoplotly,autoplotly
terrytangyuan,autoplotly,export
terrytangyuan,autoplotly,plotly_json
terrytangyuan,autoplotly,subplot
sachsmc,plotROC,GeomRoc
sachsmc,plotROC,GeomRocci
sachsmc,plotROC,StatRoc
sachsmc,plotROC,StatRocci
sachsmc,plotROC,calc_auc
sachsmc,plotROC,calculate_multi_roc
sachsmc,plotROC,calculate_roc
sachsmc,plotROC,direct_label
sachsmc,plotROC,export_interactive_roc
sachsmc,plotROC,geom_roc
sachsmc,plotROC,geom_rocci
sachsmc,plotROC,ggroc
sachsmc,plotROC,melt_roc
sachsmc,plotROC,multi_ggroc
sachsmc,plotROC,plot_interactive_roc
sachsmc,plotROC,plot_journal_roc
sachsmc,plotROC,shiny_plotROC
sachsmc,plotROC,stat_roc
sachsmc,plotROC,stat_rocci
sachsmc,plotROC,style_roc
sachsmc,plotROC,verify_d
davidsjoberg,ggbump,"""%>%"""
davidsjoberg,ggbump,StatBump
davidsjoberg,ggbump,StatSigmoid
davidsjoberg,ggbump,geom_bump
davidsjoberg,ggbump,geom_sigmoid
davidsjoberg,ggbump,rank_sigmoid
davidsjoberg,ggbump,sigmoid
aphalo,ggspectra,A_internal_label
aphalo,ggspectra,A_label
aphalo,ggspectra,A_total_label
aphalo,ggspectra,Afr_label
aphalo,ggspectra,GeomSpct
aphalo,ggspectra,Rfr_label
aphalo,ggspectra,Rfr_specular_label
aphalo,ggspectra,Rfr_total_label
aphalo,ggspectra,SI_pl_format
aphalo,ggspectra,SI_plain
aphalo,ggspectra,SI_tagged
aphalo,ggspectra,SI_tg_format
aphalo,ggspectra,StatColor
aphalo,ggspectra,StatColorGuide
aphalo,ggspectra,StatFindQty
aphalo,ggspectra,StatFindWls
aphalo,ggspectra,StatLabelPeaks
aphalo,ggspectra,StatLabelValleys
aphalo,ggspectra,StatPeaks
aphalo,ggspectra,StatSpikes
aphalo,ggspectra,StatValleys
aphalo,ggspectra,StatWbBox
aphalo,ggspectra,StatWbColumn
aphalo,ggspectra,StatWbContrib
aphalo,ggspectra,StatWbHbar
aphalo,ggspectra,StatWbIrrad
aphalo,ggspectra,StatWbLabel
aphalo,ggspectra,StatWbMean
aphalo,ggspectra,StatWbRelative
aphalo,ggspectra,StatWbSIrrad
aphalo,ggspectra,StatWbTotal
aphalo,ggspectra,StatWlSummary
aphalo,ggspectra,Tfr_internal_label
aphalo,ggspectra,Tfr_label
aphalo,ggspectra,Tfr_total_label
aphalo,ggspectra,autotitle
aphalo,ggspectra,axis_labels
aphalo,ggspectra,axis_labels_none
aphalo,ggspectra,axis_labels_uk
aphalo,ggspectra,axis_labels_uk_comma
aphalo,ggspectra,black_or_white
aphalo,ggspectra,color_chart
aphalo,ggspectra,counts_label
aphalo,ggspectra,cps_label
aphalo,ggspectra,exponent2factor
aphalo,ggspectra,exponent2prefix
aphalo,ggspectra,exponent2prefix_name
aphalo,ggspectra,geom_spct
aphalo,ggspectra,ggtitle_spct
aphalo,ggspectra,has_SI_prefix
aphalo,ggspectra,multipliers_label
aphalo,ggspectra,multiplot
aphalo,ggspectra,nearest_SI_exponent
aphalo,ggspectra,prefix2exponent
